name,num_downloads,owners_and_repo
csv-stringify,1760688,adaltas/node-csv-stringify
css-box-model,1760046,alexreardon/css-box-model
preact,1759765,preactjs/preact
vuex,1759612,vuejs/vuex
jasmine,1759561,jasmine/jasmine-npm
@types/reach__router,1759251,DefinitelyTyped/DefinitelyTyped
@nuxtjs/opencollective,1759086,nuxt/opencollective
chrome-launcher,1758544,GoogleChrome/chrome-launcher
@sentry/integrations,1754769,getsentry/sentry-javascript
xlsx,1754540,SheetJS/sheetjs
queue,1751887,jessetane/queue
framer-motion,1751567,
@types/strip-json-comments,1751317,DefinitelyTyped/DefinitelyTyped
@aws-sdk/client-cognito-identity,1751260,
apollo-server-caching,1749210,apollographql/apollo-server
mquery,1745709,aheckmann/mquery
babel-polyfill,1743550,babel/babel
cfb,1736732,SheetJS/js-cfb
react-clientside-effect,1734312,theKashey/react-clientside-effect
in-publish,1733360,iarna/in-publish
jsonpath-plus,1732134,s3u/JSONPath
conventional-recommended-bump,1732039,conventional-changelog/conventional-changelog
uid-safe,1729032,crypto-utils/uid-safe
@sinonjs/formatio,1728156,sinonjs/formatio
json2mq,1725800,akiran/json2mq
cuint,1725358,pierrec/js-cuint
msw,1724676,
ssf,1724485,SheetJS/ssf
string-convert,1723151,akiran/string-convert
@aws-cdk/cx-api,1722956,aws/aws-cdk
postcss-syntax,1722837,gucong3000/postcss-syntax
css-parse,1718488,reworkcss/css-parse
blessed,1718310,chjj/blessed
matcher,1716910,sindresorhus/matcher
@aws-sdk/credential-provider-cognito-identity,1714500,
kareem,1714377,vkarpov15/kareem
@fortawesome/fontawesome-common-types,1713312,FortAwesome/Font-Awesome
react-helmet,1713019,nfl/react-helmet
vlq,1711664,Rich-Harris/vlq
thread-loader,1711590,webpack-contrib/thread-loader
ts-log,1710195,kallaspriit/ts-log
promzard,1709517,npm/promzard
right-align,1707286,jonschlinkert/right-align
inline-style-prefixer,1706923,rofrischmann/inline-style-prefixer
raf-schd,1706578,alexreardon/raf-schd
amp,1705740,tj/node-amp
amp-message,1705697,tj/node-amp-message
mini-svg-data-uri,1695959,tigt/mini-svg-data-uri
@graphql-codegen/cli,1694211,dotansimha/graphql-code-generator
dtrace-provider,1691584,chrisa/node-dtrace-provider
password-prompt,1691262,jdxcode/password-prompt
@graphql-codegen/cli,1690981,dotansimha/graphql-code-generator
bin-links,1689039,npm/bin-links
graphlib,1688806,dagrejs/graphlib
uglify-to-browserify,1688095,ForbesLindesay/uglify-to-browserify
@formatjs/icu-messageformat-parser,1687701,
@azure/core-paging,1686396,Azure/azure-sdk-for-js
@azure/core-lro,1683269,Azure/azure-sdk-for-js
center-align,1679880,jonschlinkert/center-align
class-validator,1679543,typestack/class-validator
path,1677977,jinder/path
@serverless/utils,1676824,serverless/utils
fast-json-patch,1675176,Starcounter-Jack/JSON-Patch
pkg-conf,1673918,sindresorhus/pkg-conf
lodash.has,1671501,lodash/lodash
@oclif/errors,1670527,oclif/errors
@oclif/plugin-help,1664557,oclif/plugin-help
vscode-jsonrpc,1664451,microsoft/vscode-languageserver-node
bodec,1662894,creationix/bodec
culvert,1662547,creationix/culvert
frac,1662401,SheetJS/frac
@types/d3-color,1660656,DefinitelyTyped/DefinitelyTyped
pause,1659868,stream-utils/pause
json-to-pretty-yaml,1653070,alexcrist/json-to-pretty-yaml
klaw-sync,1652788,manidlou/node-klaw-sync
strong-log-transformer,1649974,strongloop/strong-log-transformer
random-bytes,1648454,crypto-utils/random-bytes
pm2-multimeter,1646168,Unitech/node-multimeter
html-parse-stringify,1643995,HenrikJoreteg/html-parse-stringify
d3-brush,1641320,d3/d3-brush
babel-plugin-transform-es2015-block-scoping,1640916,babel/babel
d3-contour,1640288,d3/d3-contour
react-onclickoutside,1639849,Pomax/react-onclickoutside
pm2-deploy,1636758,Unitech/pm2-deploy
babel-helper-hoist-variables,1635093,babel/babel
@pkgr/utils,1634979,rx-ts/pkgr
@material-ui/styles,1634976,mui-org/material-ui
@types/linkify-it,1634095,DefinitelyTyped/DefinitelyTyped
std-env,1632672,jsless/std-env
bunyan,1632243,trentm/node-bunyan
findit2,1631599,andrewrk/node-findit
keygrip,1631153,crypto-utils/keygrip
url-template,1631125,bramstein/url-template
koa-compose,1630987,koajs/compose
unist-util-find-all-after,1630065,syntax-tree/unist-util-find-all-after
@types/anymatch,1629527,DefinitelyTyped/DefinitelyTyped
libnpmpublish,1628900,npm/libnpmpublish
duration,1628667,medikoo/duration
@graphql-codegen/typescript-operations,1628529,dotansimha/graphql-code-generator
passport,1628362,jaredhanson/passport
base64url,1625310,brianloveswords/base64url
proper-lockfile,1624949,moxystudio/node-proper-lockfile
cookies,1624024,pillarjs/cookies
libnpmaccess,1623882,npm/libnpmaccess
babel-plugin-transform-es2015-parameters,1623877,babel/babel
babel-plugin-transform-es2015-destructuring,1622929,babel/babel
get-tsconfig,1622110,typeslick/get-tsconfig
babel-helper-call-delegate,1620600,babel/babel
@types/d3-interpolate,1620445,DefinitelyTyped/DefinitelyTyped
babel-plugin-transform-es2015-function-name,1620239,babel/babel
babel-plugin-transform-regenerator,1619230,babel/babel
d3-axis,1619013,d3/d3-axis
babel-plugin-transform-es2015-spread,1618282,babel/babel
babel-plugin-check-es2015-constants,1618019,babel/babel
babel-helper-define-map,1615754,babel/babel
@josephg/resolvable,1613811,josephg/resolvable
apollo-server-express,1613207,apollographql/apollo-server
babel-helper-optimise-call-expression,1613123,babel/babel
babel-helper-replace-supers,1613052,babel/babel
babel-plugin-transform-es2015-classes,1613024,babel/babel
babel-plugin-transform-es2015-arrow-functions,1612679,babel/babel
delaunator,1611755,mapbox/delaunator
babel-plugin-transform-es2015-template-literals,1609943,babel/babel
ps-list,1609778,sindresorhus/ps-list
prop-types-extra,1609770,react-bootstrap/prop-types-extra
unload,1609461,pubkey/unload
babel-plugin-transform-es2015-for-of,1609258,babel/babel
babel-plugin-transform-es2015-shorthand-properties,1608708,babel/babel
babel-plugin-transform-es2015-computed-properties,1607211,babel/babel
hdr-histogram-percentiles-obj,1606495,thekemkid/hdr-histogram-percentiles-obj
babel-plugin-transform-es2015-literals,1605123,babel/babel
nocache,1605048,helmetjs/nocache
babel-helper-regex,1601278,babel/babel
passport-strategy,1599883,jaredhanson/passport-strategy
broadcast-channel,1598115,pubkey/broadcast-channel
js-git,1597746,creationix/js-git
git-sha1,1597119,creationix/git-sha1
babel-plugin-transform-es2015-unicode-regex,1597073,babel/babel
git-node-fs,1597071,creationix/git-node-fs
@types/http-errors,1596382,DefinitelyTyped/DefinitelyTyped
babel-plugin-transform-es2015-sticky-regex,1596333,babel/babel
@types/color-convert,1595594,
add-stream,1594279,wilsonjackson/add-stream
babel-plugin-transform-es2015-duplicate-keys,1594103,babel/babel
@peculiar/asn1-schema,1592998,PeculiarVentures/asn1-schema
metro-react-native-babel-preset,1592009,facebook/metro
rx,1588446,Reactive-Extensions/RxJS
babel-plugin-transform-es2015-object-super,1586121,babel/babel
xhr,1585722,naugtur/xhr
babel-plugin-transform-es2015-block-scoped-functions,1584484,babel/babel
javascript-stringify,1581934,blakeembrey/javascript-stringify
@peculiar/webcrypto,1580631,PeculiarVentures/webcrypto
base-x,1580584,cryptocoinjs/base-x
z-schema,1579620,zaggino/z-schema
remove-bom-stream,1579522,gulpjs/remove-bom-stream
@swc/core,1578817,swc-project/node-swc
dijkstrajs,1577647,tcort/dijkstrajs
vinyl-sourcemap,1577539,gulpjs/vinyl-sourcemap
resolve-options,1576719,gulpjs/resolve-options
babel-plugin-transform-es2015-typeof-symbol,1575582,babel/babel
jju,1574957,rlidwka/jju
async-hook-jl,1574819,Jeff-Lewis/async-hook-jl
enzyme-adapter-utils,1574722,airbnb/enzyme
@types/keygrip,1574221,DefinitelyTyped/DefinitelyTyped
@rollup/plugin-json,1572694,rollup/plugins
to-through,1569146,gulpjs/to-through
fs-mkdirp-stream,1568723,gulpjs/fs-mkdirp-stream
babel-plugin-transform-es2015-modules-systemjs,1568252,babel/babel
scuid,1567969,jhermsmeier/node-scuid
@graphql-codegen/schema-ast,1567623,dotansimha/graphql-code-generator
d3-chord,1567069,d3/d3-chord
@actions/http-client,1564411,actions/http-client
abstract-leveldown,1564096,Level/abstract-leveldown
rc-align,1561599,react-component/align
stacktrace-parser,1560861,errwischt/stacktrace-parser
babel-plugin-transform-es2015-modules-amd,1558146,babel/babel
karma-jasmine-html-reporter,1556146,dfederm/karma-jasmine-html-reporter
dotenv-defaults,1555685,mrsteele/dotenv-defaults
babel-plugin-transform-es2015-modules-umd,1555531,babel/babel
loader-fs-cache,1555326,viankakrisna/loader-fs-cache
cache-loader,1554593,webpack-contrib/cache-loader
popmotion,1554027,Popmotion/popmotion
d3-random,1552810,d3/d3-random
append-buffer,1552030,doowb/append-buffer
levenary,1549967,tanhauhau/levenary
@types/tunnel,1549897,DefinitelyTyped/DefinitelyTyped
react-modal,1549572,reactjs/react-modal
pdfjs-dist,1547871,mozilla/pdfjs-dist
enzyme-adapter-react-16,1547260,airbnb/enzyme
@types/js-levenshtein,1545443,DefinitelyTyped/DefinitelyTyped
hey-listen,1543908,InventingWithMonster/hey-listen
@peculiar/json-schema,1543513,PeculiarVentures/json-schema
uglify-es,1542181,mishoo/UglifyJS2
byte-size,1541745,75lb/byte-size
date-fns-tz,1540669,marnusw/date-fns-tz
@reach/router,1535996,reach/router
get-proxy,1535665,kevva/get-proxy
d3-fetch,1535653,d3/d3-fetch
merge-deep,1535018,jonschlinkert/merge-deep
abortcontroller-polyfill,1533939,mo/abortcontroller-polyfill
dom-align,1533202,yiminghe/dom-align
caw,1532490,kevva/caw
@types/markdown-it,1529464,DefinitelyTyped/DefinitelyTyped
cli,1527611,node-js-libs/cli
dotenv-webpack,1526785,mrsteele/dotenv-webpack
remove-bom-buffer,1525527,jonschlinkert/remove-bom-buffer
sparkles,1523282,
lodash.uniqby,1522706,lodash/lodash
glogg,1522694,
@hutson/parse-repository-url,1522039,
vscode-languageserver,1521730,microsoft/vscode-languageserver-node
@types/set-cookie-parser,1520613,DefinitelyTyped/DefinitelyTyped
use-subscription,1519690,facebook/react
use-memo-one,1516065,alexreardon/use-memo-one
d3-polygon,1514231,d3/d3-polygon
@oclif/screen,1513869,oclif/screen
eslint-config-airbnb-typescript,1513465,iamturns/eslint-config-airbnb-typescript
subarg,1512615,substack/subarg
@datadog/browser-core,1512318,
d3-collection,1510944,d3/d3-collection
xmlhttprequest,1508345,driverdan/node-XMLHttpRequest
rifm,1500732,realadvisor/rifm
@azure/core-http,1499638,Azure/azure-sdk-for-js
value-or-function,1498605,gulpjs/value-or-function
vscode-languageserver-textdocument,1497882,microsoft/vscode-languageserver-node
lodash._basecopy,1497005,lodash/lodash
fclone,1496153,soyuka/fclone
rc-tooltip,1492836,react-component/tooltip
acorn-dynamic-import,1492193,kesne/acorn-dynamic-import
@types/content-disposition,1491938,
@restart/hooks,1491481,react-restart/hooks
@cypress/webpack-preprocessor,1491119,cypress-io/cypress-webpack-preprocessor
cls-hooked,1490448,Jeff-Lewis/cls-hooked
lodash._isiterateecall,1490184,lodash/lodash
dnd-core,1488944,react-dnd/react-dnd
react-devtools-core,1488691,facebook/react
@lerna/validation-error,1487592,lerna/lerna
@types/classnames,1487560,DefinitelyTyped/DefinitelyTyped
tiny-inflate,1485368,foliojs/tiny-inflate
pino-pretty,1483470,pinojs/pino-pretty
bottleneck,1481886,SGrondin/bottleneck
intersection-observer,1481599,w3c/IntersectionObserver
remove-trailing-spaces,1481031,IonicaBizau/remove-trailing-spaces
bcryptjs,1479465,dcodeIO/bcrypt.js
quickselect,1478780,
read-package-tree,1477425,npm/read-package-tree
@phenomnomnominal/tsquery,1476138,phenomnomnominal/tsquery
@firebase/app,1475353,firebase/firebase-js-sdk
lodash.reduce,1474720,lodash/lodash
pvtsutils,1474641,PeculiarVentures/pvtsutils
@types/koa,1474359,DefinitelyTyped/DefinitelyTyped
cryptiles,1474172,hapijs/cryptiles
remark-rehype,1474064,remarkjs/remark-rehype
@lerna/child-process,1473061,lerna/lerna
react-resize-detector,1472720,maslianok/react-resize-detector
native-promise-only,1471324,getify/native-promise-only
react-beautiful-dnd,1470514,atlassian/react-beautiful-dnd
coffeescript,1470377,jashkenas/coffeescript
gulplog,1469112,gulpjs/gulplog
tempfile,1468816,sindresorhus/tempfile
@types/ioredis,1468790,DefinitelyTyped/DefinitelyTyped
react-virtualized,1466509,bvaughn/react-virtualized
lighthouse-logger,1465988,
ob1,1464318,facebook/metro
@npmcli/arborist,1463144,npm/arborist
qrcode-terminal,1463077,gtanner/qrcode-terminal
systeminformation,1461710,sebhildebrandt/systeminformation
patch-package,1461474,ds300/patch-package
utility-types,1461198,piotrwitek/utility-types
require-package-name,1460798,mattdesl/require-package-name
@types/tmp,1459494,DefinitelyTyped/DefinitelyTyped
server-destroy,1456808,isaacs/server-destroy
hyperlinker,1456690,jamestalmage/hyperlinker
pvutils,1451447,PeculiarVentures/pvutils
utf-8-validate,1450767,websockets/utf-8-validate
webcrypto-core,1449062,PeculiarVentures/webcrypto-core
constantinople,1448549,pugjs/constantinople
optional-require,1448299,jchip/optional-require
@types/bn.js,1448276,DefinitelyTyped/DefinitelyTyped
cli-ux,1447699,oclif/cli-ux
comment-parser,1444570,syavorsky/comment-parser
@types/cookies,1444539,DefinitelyTyped/DefinitelyTyped
@nestjs/platform-express,1443761,nestjs/nest
@types/http-assert,1443711,DefinitelyTyped/DefinitelyTyped
@types/pg,1439918,DefinitelyTyped/DefinitelyTyped
date-now,1439278,Raynos/date-now
boolean,1436574,thenativeweb/boolean
launch-editor,1435368,yyx990803/launch-editor
@oclif/command,1435145,oclif/command
is,1434756,enricomarino/is
lodash.omit,1434497,lodash/lodash
intl-messageformat-parser,1432665,formatjs/formatjs
generic-pool,1431944,coopernurse/node-pool
@vue/reactivity,1430121,vuejs/vue
eslint-plugin-unicorn,1429007,sindresorhus/eslint-plugin-unicorn
@date-io/date-fns,1428940,dmtrKovalenko/date-io
when,1428695,cujojs/when
default-compare,1428023,doowb/default-compare
marky,1426265,nolanlawson/marky
@types/luxon,1426228,DefinitelyTyped/DefinitelyTyped
roarr,1425832,gajus/roarr
@yarnpkg/parsers,1422481,yarnpkg/berry
react-tooltip,1421317,wwayne/react-tooltip
overlayscrollbars,1420770,KingSora/OverlayScrollbars
treeverse,1419063,
react-datepicker,1418850,Hacker0x01/react-datepicker
nano-time,1418631,sazze/node-nanotime
just-diff-apply,1418167,angus-c/just
metro-source-map,1415835,facebook/metro
fp-ts,1414724,gcanti/fp-ts
remedial,1414003,
markdown-it-anchor,1412850,valeriangalliat/markdown-it-anchor
first-chunk-stream,1412583,sindresorhus/first-chunk-stream
@lerna/collect-updates,1411860,lerna/lerna
stylelint-order,1411783,hudochenkov/stylelint-order
just-diff,1411453,angus-c/just
hast-util-whitespace,1411362,syntax-tree/hast-util-whitespace
@react-native-community/cli-platform-android,1408205,
html-loader,1405414,webpack-contrib/html-loader
parse-conflict-json,1404716,npm/parse-conflict-json
env-ci,1404279,pvdlg/env-ci
postcss-url,1404167,postcss/postcss-url
@babel/helper-builder-react-jsx,1403755,babel/babel
@vue/babel-sugar-v-on,1403054,vuejs/jsx
write-pkg,1402399,sindresorhus/write-pkg
babel-plugin-syntax-async-functions,1400824,babel/babel
now-and-later,1400530,gulpjs/now-and-later
@types/selenium-webdriver,1400400,DefinitelyTyped/DefinitelyTyped
@lerna/project,1399773,lerna/lerna
tildify,1399703,sindresorhus/tildify
lead,1399191,gulpjs/lead
with,1399106,pugjs/with
sync-fetch,1396654,larsgw/sync-fetch
@lerna/package,1395039,lerna/lerna
@vue/babel-sugar-inject-h,1393630,vuejs/jsx
d3-delaunay,1393507,d3/d3-delaunay
quill-delta,1388566,quilljs/delta
omggif,1387068,deanm/omggif
@lerna/filter-packages,1386544,lerna/lerna
concat-with-sourcemaps,1386426,floridoo/concat-with-sourcemaps
@lerna/package-graph,1384561,lerna/lerna
xmldoc,1383702,nfarina/xmldoc
@vue/test-utils,1383314,vuejs/vue-test-utils
@lerna/filter-options,1382522,lerna/lerna
character-parser,1382452,ForbesLindesay/character-parser
tarn,1378761,Vincit/tarn.js
wmf,1375593,
fast-equals,1375271,planttheidea/fast-equals
stylis-rule-sheet,1373843,thysultan/stylis.js
fs-exists-sync,1373637,jonschlinkert/fs-exists-sync
@fortawesome/fontawesome-svg-core,1373113,FortAwesome/Font-Awesome
@lerna/describe-ref,1373074,lerna/lerna
json-stringify-nice,1372453,
md5-file,1372140,roryrjb/md5-file
universal-cookie,1371609,reactivestack/cookies
util-promisify,1371382,juliangruber/util-promisify
promise-all-reject-late,1370426,
parse-srcset,1369709,albell/parse-srcset
lottie-web,1368234,airbnb/lottie-web
@vue/babel-preset-jsx,1368219,vuejs/jsx
extract-stack,1367618,sindresorhus/extract-stack
hawk,1366748,hapijs/hawk
@turf/invariant,1365577,Turfjs/turf
babel-plugin-syntax-exponentiation-operator,1365227,babel/babel
babel-plugin-transform-exponentiation-operator,1365111,babel/babel
@lerna/command,1364456,lerna/lerna
babel-helper-builder-binary-assignment-operator-visitor,1364070,babel/babel
babel-helper-remap-async-to-generator,1363717,babel/babel
babel-helper-explode-assignable-expression,1363700,babel/babel
marked-terminal,1363212,mikaelbr/marked-terminal
babel-plugin-transform-async-to-generator,1363146,babel/babel
@vue/babel-sugar-v-on,1362854,vuejs/jsx
@lerna/publish,1362714,lerna/lerna
@vue/babel-sugar-v-model,1362675,vuejs/jsx
@vue/babel-helper-vue-jsx-merge-props,1362518,vuejs/jsx
platform,1361093,bestiejs/platform.js
@vue/babel-plugin-transform-vue-jsx,1359623,vuejs/jsx
@lerna/conventional-commits,1358177,lerna/lerna
@lerna/bootstrap,1357973,lerna/lerna
@react-native-community/cli-tools,1357683,
@lerna/changed,1357633,lerna/lerna
@lerna/add,1357585,lerna/lerna
@lerna/link,1357517,lerna/lerna
@lerna/create,1357481,lerna/lerna
@lerna/list,1357410,lerna/lerna
@lerna/run,1357408,lerna/lerna
